id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
22348,2019-08-31,77-JFS-5542,MERCEDES,C180,2009,7216,DEBRIYAJ RULMANI,566,1934
22349,2019-07-09,76-RLI-2547,BMW,X5,2004,34544,DIREKSIYON POMPASI,850,1735
22350,2019-11-08,24-CGY-459,MERCEDES,C180,2013,48950,DIREKSIYON POMPASI,850,690
22351,2019-08-12,18-PJD-9493,SAAB,S3,2010,7888,BALATA,787,1077
22352,2018-06-24,67-UIK-2224,AUDI,Q5,2010,173932,DEBRIYAJ RULMANI,566,1061
22353,2018-04-22,68-CHU-2004,SAAB,S4,2017,169005,BALATA,787,367
22354,2019-05-01,14-ZLL-4027,PEUGEOT,206,2007,5416,BALATA,787,354
22355,2019-01-11,12-OQS-4788,FIAT,EGEA,2013,195873,BALATA,787,1969
22356,2018-01-03,04-OPY-6052,SAAB,S1,2010,164061,DIREKSIYON POMPASI,850,757
22357,2019-12-23,56-JOJ-7585,AUDI,Q5,2005,2435,BALATA,787,486
22358,2019-01-21,77-QXZ-4731,VOLVO,V3,2001,108685,DEBRIYAJ RULMANI,566,1848
22359,2019-02-11,81-VFR-4558,PEUGEOT,407,2015,63816,BALATA,787,267
22360,2018-04-23,77-EUJ-8931,FIAT,500L,2003,86420,BALATA,787,1616
22361,2019-07-11,71-DRM-102,BMW,X3,2003,73841,BALATA,787,1124
22362,2019-02-25,46-RGW-5355,PEUGEOT,306,2006,61034,DIREKSIYON POMPASI,850,1537
22363,2019-04-22,15-ZRJ-8117,TESLA,T1,2014,37534,DIREKSIYON POMPASI,850,886
22364,2018-03-30,04-ZJG-4851,BMW,X7,2006,170607,DIREKSIYON POMPASI,850,690
22365,2018-08-22,75-CDY-1818,BMW,X3,2007,99019,BALATA,787,1352
22366,2019-02-05,13-SPB-8748,FORD,FOCUS,2005,65125,BALATA,787,750
22367,2019-04-01,11-JJP-6037,VOLVO,V1,2014,59364,DIREKSIYON POMPASI,850,1221
22368,2019-05-21,46-JYD-9850,BMW,X7,2013,130555,BALATA,787,1501
22369,2019-09-02,65-PGR-5944,TOFAS,KARTAL,2009,186379,DIREKSIYON POMPASI,850,1517
22370,2019-09-23,11-WVE-4451,TESLA,T3,2015,6478,BALATA,787,417
22371,2018-09-03,80-GVQ-5739,PEUGEOT,407,2011,55223,DEBRIYAJ RULMANI,566,1742
22372,2018-07-02,39-DIZ-3120,MERCEDES,C180,2012,33867,BALATA,787,888
22373,2018-12-23,67-HAT-7607,SAAB,S4,2017,48098,DIREKSIYON POMPASI,850,764
22374,2018-07-26,52-TBQ-5963,TESLA,T1,2011,77204,BALATA,787,1035
22375,2019-04-23,42-ZXM-3417,AUDI,Q3,2008,168109,DEBRIYAJ RULMANI,566,996
22376,2019-12-13,64-ZDQ-9417,SAAB,S1,2012,136592,DEBRIYAJ RULMANI,566,658
22377,2019-01-17,62-RYH-4748,FIAT,500L,2015,136356,DEBRIYAJ RULMANI,566,541
22378,2018-09-15,64-YDZ-4359,AUDI,Q5,2014,109453,BALATA,787,1278
22379,2018-02-05,47-XHN-2868,FIAT,DOBLO,2017,82762,BALATA,787,885
22380,2018-04-19,13-LCR-1310,FORD,FOCUS,2015,1530,DIREKSIYON POMPASI,850,519
22381,2019-02-04,49-QUU-3443,FORD,KA,2012,125494,BALATA,787,1730
22382,2019-12-22,05-YNE-2649,SAAB,S3,2001,16583,BALATA,787,409
22383,2018-06-12,10-SCE-4180,VOLKSWAGEN,PASSAT,2015,70273,DIREKSIYON POMPASI,850,546
22384,2019-08-07,73-WDM-361,TESLA,T3,2006,121163,DEBRIYAJ RULMANI,566,1951
22385,2019-09-27,08-LNZ-5331,MERCEDES,S600,2012,180630,BALATA,787,345
22386,2019-04-10,76-UIH-8402,TOFAS,DOGAN,2010,186853,BALATA,787,389
22387,2019-05-01,01-HPD-7555,FIAT,500L,2017,83603,BALATA,787,253
22388,2018-11-04,75-DYW-5994,PEUGEOT,306,2011,132484,DEBRIYAJ RULMANI,566,1561
22389,2018-02-20,56-UXP-8028,TOFAS,SAHIN,2010,64021,DIREKSIYON POMPASI,850,738
22390,2018-01-25,09-AKE-2555,VOLKSWAGEN,POLO,2007,180444,DEBRIYAJ RULMANI,566,538
22391,2019-06-04,57-WUV-8660,FORD,FOCUS,2013,38012,DEBRIYAJ RULMANI,566,1634
22392,2019-02-18,65-NYQ-1155,AUDI,Q3,2009,158616,DIREKSIYON POMPASI,850,1748
22393,2019-02-03,19-UQT-8027,BMW,X5,2012,167553,BALATA,787,1978
22394,2018-06-10,13-QZU-8645,VOLVO,V3,2016,57869,BALATA,787,1070
22395,2019-04-07,67-MZE-2512,FORD,KA,2013,182024,DIREKSIYON POMPASI,850,1180
22396,2018-10-28,56-QMG-424,FIAT,500,2015,172357,DEBRIYAJ RULMANI,566,821
22397,2018-06-05,10-TFZ-936,AUDI,A6,2015,157882,DIREKSIYON POMPASI,850,722
22398,2018-09-20,28-JTT-2076,VOLKSWAGEN,PASSAT,2015,36816,BALATA,787,1481
22399,2018-02-11,48-GXV-4823,VOLKSWAGEN,POLO,2006,155865,DIREKSIYON POMPASI,850,1000
22400,2018-01-29,57-GYZ-7142,AUDI,A6,2015,102540,DIREKSIYON POMPASI,850,822
22401,2018-07-14,04-MIU-6620,BMW,X3,2012,11014,BALATA,787,1112
22402,2018-08-27,14-CJK-7858,AUDI,A6,2016,15267,BALATA,787,1845
22403,2018-07-11,16-PRO-7641,PEUGEOT,306,2005,21390,DIREKSIYON POMPASI,850,1064
22404,2019-10-12,40-EQR-7202,MERCEDES,S350,2012,90469,BALATA,787,956
22405,2019-05-31,04-XCY-1466,AUDI,Q3,2001,38301,DIREKSIYON POMPASI,850,757
22406,2018-08-24,21-ZKX-6615,FORD,FIESTA,2012,105428,DEBRIYAJ RULMANI,566,1227
22407,2018-04-23,14-HHY-1947,BMW,X5,2011,15690,DIREKSIYON POMPASI,850,1710
22408,2019-04-14,23-IPV-6036,VOLVO,V2,2010,52478,BALATA,787,768
22409,2018-03-24,81-MWI-931,VOLKSWAGEN,POLO,2002,149938,BALATA,787,385
22410,2018-07-07,21-IMU-2877,FORD,KA,2016,188162,DEBRIYAJ RULMANI,566,1146
22411,2019-08-21,60-FUH-7571,SAAB,S4,2006,149182,BALATA,787,1859
22412,2019-05-13,47-LTC-7994,MERCEDES,S350,2016,9327,BALATA,787,1860
22413,2019-06-03,61-VKU-7298,VOLKSWAGEN,PASSAT,2013,106942,DEBRIYAJ RULMANI,566,989
22414,2018-10-16,57-YWY-561,MERCEDES,S600,2015,8044,DEBRIYAJ RULMANI,566,1059
22415,2018-02-04,63-ZZG-700,VOLVO,V4,2010,176242,DIREKSIYON POMPASI,850,1810
22416,2018-02-27,28-CFQ-5651,SAAB,S4,2015,41257,DIREKSIYON POMPASI,850,1221
22417,2019-12-16,50-EDT-3495,PEUGEOT,306,2007,170552,BALATA,787,1340
22418,2018-05-07,57-XEK-676,MERCEDES,S350,2010,157559,DEBRIYAJ RULMANI,566,288
22419,2018-04-06,19-RPI-4182,TOFAS,KARTAL,2010,96935,DIREKSIYON POMPASI,850,636
22420,2018-10-03,47-YCX-6182,VOLVO,V3,2013,182563,DEBRIYAJ RULMANI,566,664
22421,2018-03-05,09-RGS-6103,MERCEDES,S600,2012,45719,DEBRIYAJ RULMANI,566,754
22422,2018-07-18,01-TMH-1055,FIAT,500L,2003,186863,DEBRIYAJ RULMANI,566,1506
22423,2018-02-28,13-TPA-3064,BMW,X3,2015,55480,DEBRIYAJ RULMANI,566,1212
22424,2019-10-22,33-ZMR-8123,SAAB,S4,2001,34631,BALATA,787,1521
22425,2018-05-21,27-IUH-702,VOLVO,V4,2016,23728,DEBRIYAJ RULMANI,566,946
22426,2018-11-28,07-HSC-9027,FORD,KA,2016,184833,DIREKSIYON POMPASI,850,1791
22427,2018-07-28,05-MSR-2274,VOLKSWAGEN,POLO,2010,53698,DIREKSIYON POMPASI,850,997
22428,2019-01-22,62-CTH-7070,FORD,FOCUS,2002,167916,BALATA,787,1927
22429,2020-01-01,57-WOO-7273,BMW,X3,2008,124441,DEBRIYAJ RULMANI,566,261
22430,2018-04-12,35-XBG-3108,TESLA,T1,2017,165418,BALATA,787,447
22431,2018-11-29,22-QZR-1970,MERCEDES,E200,2000,165210,DIREKSIYON POMPASI,850,1833
22432,2019-08-12,59-JHX-8555,MERCEDES,S350,2010,199460,DIREKSIYON POMPASI,850,656
22433,2018-12-11,07-JFX-480,MERCEDES,C180,2001,88701,BALATA,787,835
22434,2019-03-27,32-JAF-5683,MERCEDES,E200,2017,25683,BALATA,787,621
22435,2019-09-17,74-BEB-953,AUDI,Q7,2000,79368,DEBRIYAJ RULMANI,566,964
22436,2019-12-24,11-BKF-5977,FIAT,EGEA,2012,51466,DIREKSIYON POMPASI,850,1635
22437,2019-08-13,27-MTM-1729,VOLVO,V4,2015,68080,DIREKSIYON POMPASI,850,797
22438,2018-05-21,04-NZC-6582,SAAB,S3,2016,160890,DEBRIYAJ RULMANI,566,1384
22439,2019-01-18,62-CKR-7995,FORD,FIESTA,2009,105307,BALATA,787,677
22440,2018-08-18,13-PBU-7397,SAAB,S1,2009,44687,DEBRIYAJ RULMANI,566,329
22441,2019-05-01,39-OWA-7986,AUDI,Q7,2006,150950,DEBRIYAJ RULMANI,566,844
22442,2019-11-16,16-IOT-8408,FORD,FIESTA,2001,184367,BALATA,787,945
22443,2019-11-23,39-YTA-2805,TOFAS,SAHIN,2007,17278,BALATA,787,691
22444,2019-12-11,11-MNT-9899,FIAT,500L,2003,7557,DIREKSIYON POMPASI,850,633
22445,2019-07-17,01-BVX-7102,PEUGEOT,407,2011,89922,DEBRIYAJ RULMANI,566,565
22446,2018-11-02,71-LLQ-6413,MERCEDES,S350,2016,74355,DEBRIYAJ RULMANI,566,699
22447,2018-01-21,70-OTF-8291,BMW,X5,2005,27763,BALATA,787,1321
22448,2018-03-21,49-EZC-8675,VOLVO,V4,2012,114098,BALATA,787,834
22449,2018-12-26,23-OTC-2835,BMW,X3,2016,109012,DEBRIYAJ RULMANI,566,1886
22450,2019-03-27,24-DLZ-9325,AUDI,Q3,2015,103293,DEBRIYAJ RULMANI,566,1204
22451,2018-03-26,73-BIJ-5302,FORD,KA,2011,73240,BALATA,787,320
22452,2018-07-24,04-XWJ-2138,TESLA,T1,2008,18533,DIREKSIYON POMPASI,850,1602
22453,2018-09-18,11-MAB-3393,TOFAS,DOGAN,2015,119732,DIREKSIYON POMPASI,850,799
22454,2018-06-28,64-PUQ-62,PEUGEOT,306,2014,117908,BALATA,787,658
22455,2018-08-23,72-KPO-3438,BMW,X7,2013,73712,DEBRIYAJ RULMANI,566,1911
22456,2018-02-02,01-VDI-5491,MERCEDES,C180,2005,197332,BALATA,787,1199
22457,2019-03-13,27-MKV-6624,TOFAS,DOGAN,2010,180405,DIREKSIYON POMPASI,850,1634
22458,2018-05-12,31-UUF-7219,VOLKSWAGEN,JETTA,2016,19175,BALATA,787,1663
22459,2019-04-13,46-DCU-1761,FIAT,EGEA,2005,136655,DIREKSIYON POMPASI,850,1595
22460,2019-08-20,41-NDB-6409,MERCEDES,C180,2017,27369,BALATA,787,1707
22461,2018-09-23,81-CFR-9242,SAAB,S1,2002,88989,DIREKSIYON POMPASI,850,1940
22462,2018-01-21,36-HIS-2757,VOLVO,V2,2014,121881,DEBRIYAJ RULMANI,566,788
22463,2018-01-28,11-YLA-6358,SAAB,S2,2013,150776,DEBRIYAJ RULMANI,566,947
22464,2018-01-11,73-UXH-1698,BMW,X3,2006,192620,DEBRIYAJ RULMANI,566,1487
22465,2018-02-26,55-ALI-947,SAAB,S3,2017,99547,DIREKSIYON POMPASI,850,1409
22466,2018-12-31,11-PRH-1990,FIAT,DOBLO,2004,103748,DEBRIYAJ RULMANI,566,936
22467,2018-10-03,01-LSZ-2001,TESLA,T1,2017,102828,DIREKSIYON POMPASI,850,1804
22468,2018-04-03,08-ANQ-1980,TESLA,T4,2008,50244,DEBRIYAJ RULMANI,566,886
22469,2018-10-20,01-DIK-2509,VOLKSWAGEN,JETTA,2008,82033,BALATA,787,655
22470,2018-01-06,11-RQI-4122,SAAB,S2,2010,33197,DEBRIYAJ RULMANI,566,1735
22471,2018-10-01,37-SEO-8298,VOLKSWAGEN,JETTA,2011,110909,DIREKSIYON POMPASI,850,1003
22472,2018-12-01,78-NQG-7894,MERCEDES,E200,2014,123316,BALATA,787,349
22473,2018-06-08,66-PZQ-3742,FORD,KA,2002,197571,DIREKSIYON POMPASI,850,1802
22474,2018-07-20,03-ATC-3923,FIAT,500,2001,34571,DIREKSIYON POMPASI,850,1843
22475,2019-08-22,20-RAS-1181,PEUGEOT,306,2004,53926,DIREKSIYON POMPASI,850,810
22476,2018-04-26,73-SCJ-1585,FIAT,DOBLO,2016,134966,DEBRIYAJ RULMANI,566,1936
22477,2019-07-04,58-KBS-4449,SAAB,S1,2012,83382,BALATA,787,724
22478,2019-02-05,45-ASZ-8569,SAAB,S2,2005,147880,BALATA,787,1753
22479,2018-05-25,37-TBU-8506,TESLA,T2,2000,117515,BALATA,787,883
22480,2018-11-17,35-RJJ-9562,AUDI,Q5,2013,186854,DEBRIYAJ RULMANI,566,1182
22481,2018-04-11,75-SHO-4536,FORD,KA,2001,85709,BALATA,787,664
22482,2018-02-11,55-XOG-458,SAAB,S4,2008,75373,BALATA,787,462
22483,2019-05-18,50-ANS-1388,TESLA,T3,2016,134103,DEBRIYAJ RULMANI,566,661
22484,2018-06-15,77-HSU-6525,FIAT,DOBLO,2010,113091,DEBRIYAJ RULMANI,566,424
22485,2018-09-23,05-BWZ-5640,FORD,KA,2016,119654,DIREKSIYON POMPASI,850,1412
22486,2018-12-17,15-PGM-8796,FIAT,500L,2007,105557,DIREKSIYON POMPASI,850,1080
22487,2018-08-27,48-RZV-6507,PEUGEOT,306,2017,132444,DEBRIYAJ RULMANI,566,1298
22488,2019-01-17,79-BPJ-220,FIAT,500L,2014,56927,DEBRIYAJ RULMANI,566,1165
22489,2019-12-11,75-PTV-7226,FORD,FIESTA,2011,82464,DEBRIYAJ RULMANI,566,443
22490,2019-08-14,13-JGO-4353,TESLA,T4,2010,45689,DEBRIYAJ RULMANI,566,1853
22491,2019-06-15,78-VEQ-6758,FORD,FIESTA,2016,11239,BALATA,787,1260
22492,2019-01-17,50-SZC-8891,MERCEDES,C180,2006,73133,BALATA,787,367
22493,2018-12-18,34-HUR-4869,FIAT,DOBLO,2015,98380,DIREKSIYON POMPASI,850,1322
22494,2018-08-08,28-NVW-3064,FORD,KA,2001,128166,BALATA,787,1645
22495,2019-04-14,03-QWC-2872,VOLKSWAGEN,PASSAT,2008,27845,DIREKSIYON POMPASI,850,1939
22496,2019-10-31,74-CHE-6794,AUDI,Q5,2002,171681,DEBRIYAJ RULMANI,566,1925
22497,2019-12-01,66-ZNF-3044,BMW,X5,2008,132654,DEBRIYAJ RULMANI,566,651
22498,2018-10-24,05-ASS-4179,TOFAS,DOGAN,2010,37225,DEBRIYAJ RULMANI,566,590
22499,2018-03-21,36-VZP-2655,VOLVO,V3,2017,42284,DIREKSIYON POMPASI,850,837
22500,2018-08-18,04-HYO-7325,AUDI,A6,2015,88810,DEBRIYAJ RULMANI,566,1991
22501,2019-02-19,29-IJA-9993,VOLKSWAGEN,PASSAT,2005,197133,DEBRIYAJ RULMANI,566,1465
22502,2019-01-21,38-UBN-5523,TOFAS,KARTAL,2011,25383,DIREKSIYON POMPASI,850,979
22503,2018-12-05,68-CIL-7324,FORD,FOCUS,2000,74554,DEBRIYAJ RULMANI,566,544
22504,2019-04-08,24-VHT-2836,FORD,FIESTA,2009,114380,DEBRIYAJ RULMANI,566,1863
22505,2018-09-01,52-LFC-3268,AUDI,Q5,2013,64049,BALATA,787,403
22506,2018-04-06,23-ERX-5716,FORD,FOCUS,2014,105832,DIREKSIYON POMPASI,850,1009
22507,2019-12-07,75-CUQ-5348,VOLVO,V1,2010,49569,DIREKSIYON POMPASI,850,1422
22508,2019-05-24,03-SIM-2735,MERCEDES,E200,2008,188058,DIREKSIYON POMPASI,850,1791
22509,2018-12-13,33-SVX-5786,BMW,X5,2011,189200,DEBRIYAJ RULMANI,566,484
22510,2018-05-20,10-ELA-972,FIAT,DOBLO,2011,50418,DIREKSIYON POMPASI,850,853
22511,2019-11-21,71-MRK-4864,TOFAS,KARTAL,2009,114562,DEBRIYAJ RULMANI,566,272
22512,2019-11-26,64-DMX-9902,TOFAS,SAHIN,2011,13034,DIREKSIYON POMPASI,850,1186
22513,2018-07-12,34-BNT-8494,VOLVO,V3,2002,81467,DIREKSIYON POMPASI,850,1595
22514,2018-02-27,57-CFC-8015,PEUGEOT,407,2012,38389,BALATA,787,1174
22515,2018-03-21,01-HQD-7597,VOLKSWAGEN,POLO,2015,59457,BALATA,787,1393
22516,2018-04-03,09-VBA-8779,AUDI,A6,2014,4059,DEBRIYAJ RULMANI,566,1231
22517,2018-12-19,07-VHT-9845,MERCEDES,E200,2002,56454,DIREKSIYON POMPASI,850,633
22518,2019-02-23,69-YXL-5516,PEUGEOT,407,2011,21881,BALATA,787,1188
22519,2018-04-06,25-EKU-8935,TOFAS,KARTAL,2013,141179,DIREKSIYON POMPASI,850,1373
22520,2019-04-22,81-KLU-9853,MERCEDES,S600,2004,24123,DEBRIYAJ RULMANI,566,1640
22521,2018-06-03,39-EAN-5698,MERCEDES,C180,2016,118230,BALATA,787,1571
22522,2018-09-16,74-AXB-8772,VOLKSWAGEN,PASSAT,2001,119596,DEBRIYAJ RULMANI,566,1495
22523,2019-09-10,18-ZWD-4865,VOLVO,V3,2017,97112,DIREKSIYON POMPASI,850,847
22524,2019-02-27,75-JYH-6828,TESLA,T2,2006,87066,DEBRIYAJ RULMANI,566,863
22525,2019-09-30,71-QTP-9660,MERCEDES,S600,2012,50831,DEBRIYAJ RULMANI,566,1556
22526,2019-01-10,01-SDU-3470,TOFAS,KARTAL,2006,21353,BALATA,787,761
22527,2019-11-27,48-KCV-5355,VOLVO,V4,2015,195336,BALATA,787,908
22528,2019-11-18,50-XGO-2579,FORD,KA,2016,55173,BALATA,787,1364
22529,2019-08-11,80-GWE-5826,VOLKSWAGEN,POLO,2011,68870,DEBRIYAJ RULMANI,566,436
22530,2019-12-04,25-ISP-4488,VOLVO,V3,2013,17940,DEBRIYAJ RULMANI,566,1329
22531,2019-03-02,62-BHH-3428,BMW,X3,2005,65401,DEBRIYAJ RULMANI,566,326
22532,2019-09-23,10-TCC-7556,PEUGEOT,306,2016,95783,DIREKSIYON POMPASI,850,580
22533,2019-10-31,78-PIH-1826,TOFAS,DOGAN,2009,127866,DIREKSIYON POMPASI,850,531
22534,2019-09-25,68-RFJ-6018,BMW,X7,2005,183923,BALATA,787,1800
22535,2019-06-25,09-PBP-9745,TOFAS,DOGAN,2013,192254,DEBRIYAJ RULMANI,566,735
22536,2019-05-31,80-ASG-1397,VOLKSWAGEN,JETTA,2017,65965,BALATA,787,1619
22537,2019-01-01,09-RUY-9930,FORD,FOCUS,2006,93482,DIREKSIYON POMPASI,850,1638
22538,2018-01-13,77-HJH-8206,TESLA,T1,2007,117463,BALATA,787,1185
22539,2018-04-02,29-HPT-796,TOFAS,DOGAN,2006,88322,DEBRIYAJ RULMANI,566,1533
22540,2019-07-11,28-GHX-7666,SAAB,S4,2016,112929,DIREKSIYON POMPASI,850,768
22541,2019-10-28,71-TXF-8487,SAAB,S1,2009,39389,DEBRIYAJ RULMANI,566,1143
22542,2018-01-25,43-MZN-6510,FORD,KA,2007,68132,BALATA,787,1175
22543,2018-05-17,53-LLR-9016,AUDI,Q7,2009,150336,DIREKSIYON POMPASI,850,1935
22544,2019-12-18,63-HBG-8119,FIAT,500L,2013,10484,DIREKSIYON POMPASI,850,656
22545,2018-06-24,36-MDL-7438,TOFAS,DOGAN,2000,110964,DIREKSIYON POMPASI,850,1105
22546,2018-05-09,74-VMI-6552,TESLA,T1,2002,14810,BALATA,787,1237
22547,2018-08-17,32-RZX-831,MERCEDES,E200,2013,2652,BALATA,787,1066
22548,2018-03-06,15-WIQ-704,AUDI,Q7,2013,28623,DEBRIYAJ RULMANI,566,948
22549,2019-03-06,32-OUM-1165,VOLKSWAGEN,POLO,2011,180949,DEBRIYAJ RULMANI,566,1686
22550,2018-06-08,37-RAQ-2535,AUDI,Q7,2004,132977,DIREKSIYON POMPASI,850,369
22551,2019-08-27,10-ULX-7248,TESLA,T2,2014,96296,DIREKSIYON POMPASI,850,516
22552,2018-01-24,39-WTB-7563,TESLA,T2,2007,159271,BALATA,787,1544
22553,2018-09-11,72-LTI-8325,MERCEDES,C180,2005,162211,DEBRIYAJ RULMANI,566,1442
22554,2018-07-03,21-NNK-2473,PEUGEOT,306,2013,90032,DIREKSIYON POMPASI,850,1159
22555,2019-12-18,52-EYR-1227,AUDI,Q3,2012,149633,DIREKSIYON POMPASI,850,1197
22556,2018-09-12,46-XZD-8285,PEUGEOT,306,2007,6047,DIREKSIYON POMPASI,850,775
22557,2019-08-05,50-EKC-7868,FIAT,500L,2014,199489,DIREKSIYON POMPASI,850,765
22558,2018-12-13,03-GVN-3334,SAAB,S4,2011,47900,DIREKSIYON POMPASI,850,527
22559,2018-09-16,57-AGO-816,MERCEDES,S350,2006,17977,BALATA,787,1687
22560,2019-10-24,51-HOY-8915,TESLA,T4,2007,189216,DIREKSIYON POMPASI,850,1907
22561,2018-09-03,05-RBW-2776,PEUGEOT,407,2014,49296,BALATA,787,1655
22562,2019-10-24,41-FRB-8914,AUDI,Q3,2004,3739,BALATA,787,1811
22563,2019-12-11,38-GPU-4795,VOLVO,V2,2014,143637,DEBRIYAJ RULMANI,566,343
22564,2018-10-26,69-DBV-406,TESLA,T4,2015,94869,BALATA,787,1668
22565,2018-04-28,23-BUP-1179,VOLKSWAGEN,PASSAT,2013,127221,DEBRIYAJ RULMANI,566,1663
22566,2019-01-31,49-WML-4283,TOFAS,KARTAL,2013,196218,DIREKSIYON POMPASI,850,679
22567,2019-12-28,04-JGG-8705,MERCEDES,C180,2015,72799,DEBRIYAJ RULMANI,566,1579
22568,2018-10-23,53-NQW-7931,VOLVO,V1,2014,76146,DEBRIYAJ RULMANI,566,1616
22569,2019-05-06,22-DGA-2727,FORD,FIESTA,2008,170032,DEBRIYAJ RULMANI,566,1747
22570,2018-04-07,68-RPZ-1669,BMW,X3,2013,23936,DIREKSIYON POMPASI,850,641
22571,2018-01-23,16-KGV-5834,VOLKSWAGEN,PASSAT,2012,27445,DIREKSIYON POMPASI,850,885
22572,2019-01-18,74-GJV-6901,PEUGEOT,206,2002,175764,DEBRIYAJ RULMANI,566,1887
22573,2018-03-09,62-KCY-9573,PEUGEOT,306,2012,188883,DIREKSIYON POMPASI,850,1873
22574,2019-02-28,32-FLA-7164,BMW,X3,2004,137723,DIREKSIYON POMPASI,850,1845
22575,2018-09-28,81-CLD-4212,BMW,X3,2016,165801,DEBRIYAJ RULMANI,566,820
22576,2019-05-24,79-SHK-8751,MERCEDES,E200,2003,186704,BALATA,787,1928
22577,2019-01-08,31-IBH-8427,FORD,FOCUS,2005,69234,BALATA,787,1879
22578,2019-06-07,57-ZHW-5394,BMW,X5,2014,193839,BALATA,787,740
22579,2019-08-18,62-VSC-175,BMW,X5,2013,184838,DEBRIYAJ RULMANI,566,636
22580,2018-07-02,19-SRM-6074,TESLA,T4,2001,117832,BALATA,787,1309
22581,2018-06-07,08-XMX-662,BMW,X3,2016,167604,BALATA,787,1711
22582,2019-03-30,43-EKL-875,TOFAS,KARTAL,2011,142817,DEBRIYAJ RULMANI,566,1477
22583,2019-06-12,45-INP-6644,MERCEDES,E200,2010,100912,DEBRIYAJ RULMANI,566,807
22584,2018-01-12,35-LBS-3621,VOLKSWAGEN,JETTA,2006,169176,DIREKSIYON POMPASI,850,1772
22585,2019-10-02,03-UQY-8594,PEUGEOT,306,2015,93817,BALATA,787,816
22586,2018-11-23,74-CEY-4938,VOLKSWAGEN,JETTA,2004,194357,BALATA,787,1099
22587,2019-01-14,24-XXW-2795,TESLA,T3,2014,174947,DIREKSIYON POMPASI,850,811
22588,2018-11-21,40-GQB-3326,VOLKSWAGEN,POLO,2015,64662,DEBRIYAJ RULMANI,566,1327
22589,2019-12-14,74-LQU-3674,TESLA,T3,2002,164572,DIREKSIYON POMPASI,850,730
22590,2019-05-30,51-CDR-5733,VOLVO,V2,2004,176175,DEBRIYAJ RULMANI,566,299
22591,2019-05-20,42-LKD-2739,BMW,X5,2015,25353,DIREKSIYON POMPASI,850,1855
22592,2018-12-29,37-VIC-8378,SAAB,S3,2004,149050,BALATA,787,1146
22593,2018-06-19,09-DGL-4778,PEUGEOT,206,2003,102396,DIREKSIYON POMPASI,850,1533
22594,2018-01-31,51-TSB-4126,FIAT,EGEA,2014,112829,DIREKSIYON POMPASI,850,1696
22595,2018-04-20,29-RQK-5613,TESLA,T4,2015,106415,BALATA,787,400
22596,2018-03-01,45-TGT-3569,SAAB,S2,2001,66413,DIREKSIYON POMPASI,850,323
22597,2019-07-19,12-WEE-1592,BMW,X7,2006,164084,BALATA,787,1583
22598,2018-12-05,75-THB-1249,TOFAS,DOGAN,2000,3233,DIREKSIYON POMPASI,850,717
22599,2018-08-19,30-YKC-6354,TOFAS,DOGAN,2014,15082,DEBRIYAJ RULMANI,566,1418
22600,2018-06-04,64-DXR-3418,PEUGEOT,407,2013,18617,BALATA,787,1010
22601,2019-09-02,58-JXQ-927,AUDI,A6,2013,195701,DIREKSIYON POMPASI,850,1212
22602,2018-07-18,18-NVV-7507,BMW,X7,2000,49694,BALATA,787,1510
22603,2019-11-16,25-QTL-3404,TESLA,T3,2012,159847,BALATA,787,1017
22604,2019-11-02,63-GIJ-8185,VOLKSWAGEN,POLO,2003,91166,DIREKSIYON POMPASI,850,1376
22605,2018-10-03,37-KJN-547,FORD,KA,2014,168802,DEBRIYAJ RULMANI,566,745
22606,2018-02-18,70-OPP-7544,VOLVO,V4,2013,7456,DEBRIYAJ RULMANI,566,882
22607,2019-09-17,59-UPY-8633,VOLKSWAGEN,POLO,2017,23744,DIREKSIYON POMPASI,850,910
22608,2019-07-30,45-USC-6852,FORD,FOCUS,2005,187003,BALATA,787,1996
22609,2019-06-18,57-VQO-8962,SAAB,S1,2017,109317,DIREKSIYON POMPASI,850,1006
22610,2019-02-23,61-UHU-9984,TOFAS,KARTAL,2005,18246,DIREKSIYON POMPASI,850,1581
22611,2019-11-20,59-DPX-3453,FORD,KA,2015,4127,BALATA,787,1058
22612,2018-07-03,59-GJM-277,FORD,FIESTA,2010,3656,DEBRIYAJ RULMANI,566,887
22613,2018-09-23,65-YVF-4541,SAAB,S1,2006,141635,BALATA,787,1495
22614,2018-05-27,61-DJG-2520,VOLKSWAGEN,POLO,2001,44790,BALATA,787,815
22615,2019-03-22,77-VMM-1334,TOFAS,SAHIN,2013,178445,DEBRIYAJ RULMANI,566,1496
22616,2018-07-17,53-NBN-5204,SAAB,S2,2000,87913,DEBRIYAJ RULMANI,566,994
22617,2018-07-13,57-VFN-6818,FIAT,500L,2000,183928,DIREKSIYON POMPASI,850,1932
22618,2019-05-29,79-WGA-341,TESLA,T1,2013,72142,BALATA,787,1726
22619,2019-02-15,58-QZE-2088,BMW,X5,2013,120127,DIREKSIYON POMPASI,850,1146
22620,2018-09-20,28-XQO-5044,SAAB,S1,2010,188629,DEBRIYAJ RULMANI,566,706
22621,2018-06-25,02-DWM-7026,BMW,X3,2017,194602,DIREKSIYON POMPASI,850,393
22622,2018-07-08,44-FFB-3060,AUDI,Q5,2007,66561,BALATA,787,253
22623,2018-10-22,74-ISB-1168,FIAT,DOBLO,2014,28609,DIREKSIYON POMPASI,850,672
