id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
17548,2019-03-13,02-SKV-3919,VOLKSWAGEN,POLO,2000,164976,DIREKSIYON POMPASI,801,1021
17549,2019-11-09,22-MPL-2433,BMW,X3,2017,146254,DIREKSIYON POMPASI,801,1271
17550,2018-11-11,77-SFL-8684,MERCEDES,S600,2000,189867,BALATA,699,1076
17551,2018-07-20,46-XUQ-3889,BMW,X3,2009,119916,DIREKSIYON POMPASI,801,1265
17552,2019-09-13,37-MAM-2374,SAAB,S2,2003,85676,DIREKSIYON POMPASI,801,1645
17553,2018-12-12,10-SGM-3439,BMW,X5,2014,64091,BALATA,699,591
17554,2019-05-18,32-MNH-7363,BMW,X3,2013,93052,BALATA,699,1779
17555,2019-12-16,67-PTS-4343,VOLVO,V4,2016,196101,BALATA,699,1059
17556,2019-03-15,46-YHN-1731,SAAB,S3,2014,180278,DIREKSIYON POMPASI,801,1523
17557,2019-10-02,53-PNF-668,AUDI,Q5,2007,152843,DIREKSIYON POMPASI,801,1272
17558,2018-04-08,49-QUT-4760,VOLVO,V4,2006,120518,BALATA,699,700
17559,2019-12-03,67-QLZ-9838,AUDI,A6,2015,103818,DIREKSIYON POMPASI,801,867
17560,2018-12-13,28-HHD-9530,BMW,X7,2012,176431,DEBRIYAJ RULMANI,694,1800
17561,2019-01-18,67-QHC-8603,BMW,X5,2006,197056,BALATA,699,1079
17562,2019-11-17,44-AOS-1800,TOFAS,SAHIN,2002,155332,BALATA,699,1501
17563,2018-04-27,63-OCM-3063,FORD,FOCUS,2008,186660,BALATA,699,693
17564,2018-11-15,66-KDQ-6923,TESLA,T3,2013,182815,DIREKSIYON POMPASI,801,1718
17565,2018-04-12,65-ROI-5436,MERCEDES,S600,2001,69540,BALATA,699,445
17566,2019-12-20,12-REG-3248,AUDI,A6,2004,153564,BALATA,699,686
17567,2018-05-06,02-UOC-1011,FIAT,EGEA,2002,24035,DIREKSIYON POMPASI,801,1301
17568,2018-07-12,02-ARY-3860,PEUGEOT,407,2002,107300,DEBRIYAJ RULMANI,694,250
17569,2018-01-17,44-UFJ-8890,AUDI,Q5,2000,94222,BALATA,699,388
17570,2018-05-27,42-ZYX-6406,TOFAS,DOGAN,2006,152048,DEBRIYAJ RULMANI,694,1964
17571,2018-07-28,74-ATV-2261,BMW,X3,2015,157087,DEBRIYAJ RULMANI,694,749
17572,2019-01-23,52-VQD-3662,MERCEDES,S600,2007,42531,DIREKSIYON POMPASI,801,531
17573,2018-08-26,45-ZPX-8315,SAAB,S3,2005,97932,DEBRIYAJ RULMANI,694,576
17574,2019-06-04,20-YXJ-7593,MERCEDES,C180,2011,111164,DIREKSIYON POMPASI,801,1167
17575,2018-08-26,76-GGM-7308,AUDI,Q5,2008,128108,DIREKSIYON POMPASI,801,716
17576,2018-09-28,31-HCQ-8152,TESLA,T4,2011,198450,BALATA,699,949
17577,2018-07-14,41-DLQ-5552,SAAB,S1,2011,107768,DIREKSIYON POMPASI,801,1846
17578,2019-12-01,22-XHX-7539,FORD,FOCUS,2014,56213,DEBRIYAJ RULMANI,694,1651
17579,2019-09-13,07-VSU-9424,SAAB,S3,2006,56181,BALATA,699,525
17580,2019-05-06,57-GGA-7796,FORD,FIESTA,2014,193270,BALATA,699,333
17581,2019-11-14,40-OSD-2658,MERCEDES,C180,2004,137657,DIREKSIYON POMPASI,801,1742
17582,2018-06-03,67-WIJ-8753,AUDI,Q3,2006,184113,DEBRIYAJ RULMANI,694,1164
17583,2019-01-09,37-TIT-2032,AUDI,Q3,2011,26898,DIREKSIYON POMPASI,801,1018
17584,2019-04-14,56-XOC-8722,VOLVO,V3,2016,97782,BALATA,699,1774
17585,2018-05-11,53-SYU-5327,PEUGEOT,206,2012,192136,DIREKSIYON POMPASI,801,889
17586,2018-05-31,28-JIV-3604,MERCEDES,C180,2003,159798,BALATA,699,905
17587,2019-01-14,64-HWA-5971,MERCEDES,C180,2002,38496,BALATA,699,1303
17588,2018-06-14,32-OZZ-2123,FORD,FIESTA,2009,155990,DEBRIYAJ RULMANI,694,1963
17589,2018-03-04,21-QUV-5365,SAAB,S2,2014,15783,BALATA,699,757
17590,2019-09-16,02-VYK-9960,VOLKSWAGEN,POLO,2000,122141,DEBRIYAJ RULMANI,694,1405
17591,2019-06-26,13-HDI-755,BMW,X3,2002,56684,DEBRIYAJ RULMANI,694,808
17592,2019-11-08,78-JLL-1378,AUDI,A6,2000,130182,DIREKSIYON POMPASI,801,1797
17593,2019-04-22,60-KQZ-7743,FORD,FOCUS,2001,38966,DEBRIYAJ RULMANI,694,504
17594,2019-10-06,72-PFC-3911,FORD,FIESTA,2004,140182,BALATA,699,718
17595,2019-07-14,81-URH-4006,VOLKSWAGEN,POLO,2010,150872,BALATA,699,1121
17596,2018-10-22,06-HTP-2636,TESLA,T2,2001,42150,BALATA,699,589
17597,2019-10-12,69-WVQ-276,FORD,KA,2006,190988,BALATA,699,928
17598,2019-11-25,73-QDP-3896,TESLA,T4,2010,82868,DEBRIYAJ RULMANI,694,1695
17599,2019-05-16,47-TRD-7412,VOLVO,V1,2008,122451,BALATA,699,365
17600,2019-09-09,24-RCZ-3916,MERCEDES,C180,2016,117694,BALATA,699,787
17601,2018-08-16,46-OWF-6174,FORD,KA,2007,44742,BALATA,699,1651
17602,2018-08-07,04-OUZ-9383,TESLA,T2,2008,56583,DEBRIYAJ RULMANI,694,1747
17603,2019-03-26,13-TQQ-1654,PEUGEOT,206,2008,150926,BALATA,699,443
17604,2019-07-04,81-MSY-3837,VOLVO,V3,2011,169052,BALATA,699,1601
17605,2019-12-22,72-BOA-9327,VOLVO,V3,2005,149464,DEBRIYAJ RULMANI,694,1055
17606,2019-10-13,45-JYL-66,TOFAS,SAHIN,2001,131418,DIREKSIYON POMPASI,801,1326
17607,2018-02-01,76-YXO-9643,PEUGEOT,407,2010,77822,DEBRIYAJ RULMANI,694,685
17608,2019-07-29,28-IID-1722,VOLKSWAGEN,PASSAT,2005,9583,BALATA,699,1665
17609,2019-07-01,54-QFA-4208,AUDI,A6,2011,39123,DEBRIYAJ RULMANI,694,1260
17610,2018-12-05,34-NWQ-10,TESLA,T1,2004,78766,DEBRIYAJ RULMANI,694,1041
17611,2018-07-11,03-LJK-9649,VOLVO,V4,2002,114514,DEBRIYAJ RULMANI,694,1914
17612,2018-04-02,02-XLQ-7199,VOLVO,V3,2001,129193,BALATA,699,1915
17613,2018-07-17,48-RLP-5687,PEUGEOT,407,2015,176900,BALATA,699,518
17614,2019-08-28,16-PFW-2732,SAAB,S2,2013,185604,DEBRIYAJ RULMANI,694,260
17615,2019-04-16,39-HVY-4016,AUDI,A6,2001,143802,DIREKSIYON POMPASI,801,504
17616,2018-10-06,35-JLS-7840,AUDI,Q3,2011,19075,DEBRIYAJ RULMANI,694,343
17617,2018-09-19,44-BBT-7943,FORD,FIESTA,2009,145738,BALATA,699,950
17618,2019-01-18,61-EUK-4223,TESLA,T2,2015,126801,DEBRIYAJ RULMANI,694,1341
17619,2019-09-28,74-CJO-6025,SAAB,S1,2010,3293,BALATA,699,770
17620,2018-06-20,52-AYS-4424,VOLKSWAGEN,JETTA,2004,57473,DEBRIYAJ RULMANI,694,1923
17621,2018-03-17,28-XLH-5526,PEUGEOT,407,2001,72992,DEBRIYAJ RULMANI,694,1335
17622,2018-09-20,71-SGT-7564,VOLKSWAGEN,POLO,2005,52186,BALATA,699,903
17623,2019-10-05,36-APE-8744,TOFAS,SAHIN,2006,100461,DEBRIYAJ RULMANI,694,1748
17624,2018-03-12,19-QHV-5529,SAAB,S1,2009,78839,DIREKSIYON POMPASI,801,1074
17625,2019-01-20,35-OAX-578,AUDI,Q3,2008,38867,BALATA,699,798
17626,2018-04-11,75-PLY-1763,FORD,KA,2011,22359,BALATA,699,285
17627,2018-01-06,20-PKL-8796,PEUGEOT,206,2013,102588,BALATA,699,728
17628,2018-09-11,54-QDZ-7007,FORD,FIESTA,2001,45296,DIREKSIYON POMPASI,801,327
17629,2019-11-02,30-DUM-6888,VOLKSWAGEN,PASSAT,2014,141696,DIREKSIYON POMPASI,801,1744
17630,2019-06-30,45-KYF-3960,TOFAS,SAHIN,2005,60906,DIREKSIYON POMPASI,801,658
17631,2018-02-07,80-VPJ-870,FORD,FOCUS,2007,1339,DEBRIYAJ RULMANI,694,533
17632,2019-07-21,14-PRB-2627,VOLVO,V2,2000,190125,DIREKSIYON POMPASI,801,1281
17633,2019-03-01,50-ZHN-6833,SAAB,S2,2015,70269,BALATA,699,1319
17634,2018-09-11,22-DHO-1765,FIAT,EGEA,2011,143388,BALATA,699,931
17635,2018-11-08,40-ICR-714,SAAB,S2,2006,141930,BALATA,699,1954
17636,2019-05-04,06-IOG-412,SAAB,S4,2009,155056,DEBRIYAJ RULMANI,694,345
17637,2018-05-03,10-ZWS-2136,BMW,X7,2004,90565,DEBRIYAJ RULMANI,694,1306
17638,2019-03-31,34-SBG-2165,FORD,FOCUS,2010,179204,DEBRIYAJ RULMANI,694,1413
17639,2019-07-22,25-CHP-9913,BMW,X5,2007,23230,DIREKSIYON POMPASI,801,502
17640,2018-08-10,60-IGG-9874,AUDI,Q5,2013,105103,DEBRIYAJ RULMANI,694,1396
17641,2018-01-23,59-DWK-3010,MERCEDES,C180,2017,194283,DIREKSIYON POMPASI,801,649
17642,2018-04-23,09-VLN-8720,TOFAS,DOGAN,2001,70015,DEBRIYAJ RULMANI,694,1129
17643,2018-01-02,57-OJU-2604,MERCEDES,C180,2011,186568,DEBRIYAJ RULMANI,694,810
17644,2018-04-10,02-MET-3575,BMW,X3,2005,180232,BALATA,699,492
17645,2019-05-30,60-DZC-2098,BMW,X7,2016,108076,DIREKSIYON POMPASI,801,519
17646,2018-07-24,80-GEV-5033,VOLKSWAGEN,JETTA,2012,1938,BALATA,699,1013
17647,2019-08-25,47-KEE-8196,MERCEDES,E200,2003,79964,DIREKSIYON POMPASI,801,626
17648,2018-01-18,51-YTX-1116,MERCEDES,S350,2011,26253,BALATA,699,505
17649,2019-03-09,61-DTS-3810,BMW,X3,2011,66543,DIREKSIYON POMPASI,801,1803
17650,2019-12-11,51-CJL-7002,SAAB,S2,2003,48315,BALATA,699,912
17651,2019-07-09,01-WWG-7983,FIAT,EGEA,2004,49329,DEBRIYAJ RULMANI,694,926
17652,2018-12-29,24-UTQ-491,TOFAS,DOGAN,2010,129588,BALATA,699,1244
17653,2018-05-27,78-DYW-754,SAAB,S1,2006,145873,DEBRIYAJ RULMANI,694,1804
17654,2018-06-04,36-FAR-9779,AUDI,Q7,2014,94759,DEBRIYAJ RULMANI,694,1412
17655,2019-10-29,69-ZVQ-2511,FORD,FOCUS,2017,198855,DEBRIYAJ RULMANI,694,561
17656,2019-08-21,37-DFZ-7494,FIAT,500L,2000,37554,DIREKSIYON POMPASI,801,1577
17657,2019-12-08,07-XDC-2345,PEUGEOT,407,2009,145814,BALATA,699,428
17658,2018-03-27,49-PGB-1272,BMW,X5,2008,49449,BALATA,699,1363
17659,2019-11-10,43-LJS-2768,SAAB,S2,2006,1201,BALATA,699,1529
17660,2019-06-25,31-QNG-9477,TESLA,T3,2001,73688,DEBRIYAJ RULMANI,694,1557
17661,2018-07-16,78-NQW-159,PEUGEOT,206,2002,136160,BALATA,699,989
17662,2018-05-31,21-IRS-8041,MERCEDES,E200,2012,116267,DEBRIYAJ RULMANI,694,1081
17663,2019-04-28,64-RAG-1750,FORD,FOCUS,2002,86917,DIREKSIYON POMPASI,801,1318
17664,2018-11-15,17-RTW-8230,TOFAS,SAHIN,2008,157577,DIREKSIYON POMPASI,801,477
17665,2019-12-01,52-RCW-5065,BMW,X3,2010,63860,DEBRIYAJ RULMANI,694,1617
17666,2019-11-09,28-KXU-3400,VOLVO,V4,2013,55004,DIREKSIYON POMPASI,801,405
17667,2018-10-15,40-YXL-5434,AUDI,Q3,2017,123652,DEBRIYAJ RULMANI,694,1647
17668,2018-01-17,34-CQY-2358,FORD,FOCUS,2009,11159,DEBRIYAJ RULMANI,694,1574
17669,2018-04-19,31-SUD-2767,FORD,KA,2005,83408,DIREKSIYON POMPASI,801,1760
17670,2018-02-22,38-YMJ-9946,BMW,X3,2007,147204,DIREKSIYON POMPASI,801,647
17671,2019-12-03,62-TGK-3316,TOFAS,SAHIN,2013,77506,BALATA,699,1981
17672,2019-12-26,35-QKT-5013,FIAT,500L,2000,81076,DIREKSIYON POMPASI,801,398
17673,2019-04-05,03-KVH-505,VOLVO,V4,2000,18491,DEBRIYAJ RULMANI,694,1670
17674,2019-03-21,75-KCB-6275,VOLVO,V3,2011,124881,DIREKSIYON POMPASI,801,1972
17675,2019-05-11,01-YSR-3085,AUDI,Q5,2017,54813,DEBRIYAJ RULMANI,694,1404
17676,2018-04-10,75-CDM-6851,BMW,X3,2007,85782,DIREKSIYON POMPASI,801,1491
17677,2019-08-29,11-RMO-1548,SAAB,S4,2015,83675,BALATA,699,1884
17678,2018-04-14,03-GRW-5853,VOLVO,V4,2015,61059,DIREKSIYON POMPASI,801,1475
17679,2019-06-23,06-SSY-4376,MERCEDES,E200,2007,9001,BALATA,699,1569
17680,2018-04-19,74-IXE-5384,MERCEDES,S600,2009,30886,DIREKSIYON POMPASI,801,309
17681,2019-08-09,51-HPR-971,PEUGEOT,206,2008,183640,BALATA,699,468
17682,2019-03-14,05-YSX-1590,MERCEDES,E200,2008,147643,BALATA,699,1813
17683,2018-07-16,05-VIE-1550,FORD,FOCUS,2011,188560,DEBRIYAJ RULMANI,694,744
17684,2018-07-26,55-INN-3986,SAAB,S4,2003,5945,DEBRIYAJ RULMANI,694,1770
17685,2018-08-28,22-ZTQ-762,VOLVO,V2,2012,142712,DEBRIYAJ RULMANI,694,442
17686,2018-06-14,28-XHF-5500,TOFAS,KARTAL,2007,39928,DIREKSIYON POMPASI,801,1832
17687,2019-01-21,12-UXB-5433,PEUGEOT,206,2015,154911,DEBRIYAJ RULMANI,694,1667
17688,2019-07-23,49-PYK-1964,AUDI,A6,2015,97838,DEBRIYAJ RULMANI,694,1442
17689,2018-04-19,54-UOC-5629,VOLVO,V3,2011,108113,DEBRIYAJ RULMANI,694,1299
17690,2018-10-01,37-AEO-8521,SAAB,S4,2008,134527,DEBRIYAJ RULMANI,694,421
17691,2018-01-17,51-HDX-9880,FORD,FIESTA,2009,142725,DIREKSIYON POMPASI,801,1946
17692,2018-12-31,65-TTZ-64,MERCEDES,C180,2016,13596,DEBRIYAJ RULMANI,694,663
17693,2019-04-13,49-EIJ-5328,SAAB,S4,2016,128026,BALATA,699,1465
17694,2019-12-11,36-WRW-6295,BMW,X5,2012,54113,DIREKSIYON POMPASI,801,1444
17695,2019-05-27,73-SBD-1451,MERCEDES,S600,2005,98780,DEBRIYAJ RULMANI,694,872
17696,2018-06-15,69-WMF-5092,TOFAS,KARTAL,2016,44069,BALATA,699,1523
17697,2018-11-06,30-TKG-5723,VOLKSWAGEN,JETTA,2002,173646,DIREKSIYON POMPASI,801,813
17698,2018-05-27,30-HSP-1708,AUDI,Q3,2004,92386,BALATA,699,262
17699,2018-01-26,27-DKH-4106,FORD,KA,2015,26420,BALATA,699,276
17700,2019-09-23,11-HWS-6112,SAAB,S3,2012,120360,DEBRIYAJ RULMANI,694,1904
17701,2019-03-31,65-TMX-8738,VOLVO,V2,2011,13765,DEBRIYAJ RULMANI,694,466
17702,2018-11-10,04-FRA-1951,VOLKSWAGEN,JETTA,2015,183232,BALATA,699,479
17703,2019-02-04,14-UQU-5987,SAAB,S2,2000,157982,BALATA,699,1524
17704,2019-02-19,79-KET-5524,FIAT,EGEA,2005,137585,DIREKSIYON POMPASI,801,1698
17705,2019-07-20,09-FTC-3589,TESLA,T4,2015,3160,DIREKSIYON POMPASI,801,688
17706,2018-02-06,06-GSZ-6932,MERCEDES,E200,2006,39324,BALATA,699,929
17707,2019-04-27,02-SMN-6571,FIAT,500,2005,183487,DEBRIYAJ RULMANI,694,1224
17708,2018-06-26,52-YOX-4194,TESLA,T2,2017,190469,DEBRIYAJ RULMANI,694,1528
17709,2019-04-16,52-TFX-5391,TOFAS,KARTAL,2017,118610,DEBRIYAJ RULMANI,694,1749
17710,2019-07-30,23-WFW-8388,FIAT,500,2012,92801,DIREKSIYON POMPASI,801,1169
17711,2018-02-13,69-BHV-7404,FORD,FOCUS,2016,114401,DEBRIYAJ RULMANI,694,930
17712,2019-10-26,52-DAE-1389,MERCEDES,S600,2006,35128,BALATA,699,936
17713,2018-12-25,34-JRI-7588,VOLVO,V2,2010,139197,BALATA,699,382
17714,2018-12-23,25-XEZ-2904,FIAT,EGEA,2015,42139,DEBRIYAJ RULMANI,694,1032
17715,2018-05-12,05-GXK-2827,VOLVO,V4,2001,110016,BALATA,699,764
17716,2018-07-04,21-AND-1506,MERCEDES,S600,2014,193128,DIREKSIYON POMPASI,801,1808
17717,2018-08-16,59-WOS-2326,PEUGEOT,407,2017,109028,DIREKSIYON POMPASI,801,1543
17718,2019-06-03,10-TNH-1073,MERCEDES,S350,2000,148748,DIREKSIYON POMPASI,801,1298
17719,2018-01-24,56-LUW-9805,AUDI,Q5,2012,64556,DEBRIYAJ RULMANI,694,1245
17720,2018-05-30,44-FDC-1383,FORD,FOCUS,2012,33925,BALATA,699,308
17721,2018-09-11,06-OAY-3048,PEUGEOT,206,2014,80929,BALATA,699,613
17722,2020-01-01,06-SAC-3100,AUDI,Q5,2003,86791,DEBRIYAJ RULMANI,694,1942
17723,2018-10-24,22-UCR-2256,SAAB,S4,2005,108920,DEBRIYAJ RULMANI,694,265
17724,2018-04-12,45-ROR-8678,AUDI,A6,2005,121651,DEBRIYAJ RULMANI,694,644
17725,2018-10-10,57-ZMY-7537,TOFAS,SAHIN,2014,94492,DEBRIYAJ RULMANI,694,284
17726,2019-01-15,76-DYE-3920,PEUGEOT,306,2012,121127,BALATA,699,460
17727,2019-06-30,22-QKU-3197,PEUGEOT,407,2011,42277,BALATA,699,1107
17728,2018-09-03,68-CZB-7812,MERCEDES,S600,2006,148698,DEBRIYAJ RULMANI,694,1502
17729,2018-10-07,38-JIE-6942,FIAT,500L,2012,41538,DIREKSIYON POMPASI,801,1250
17730,2018-10-13,24-IPB-5184,SAAB,S1,2013,166165,BALATA,699,339
17731,2018-07-21,49-TYC-1347,BMW,X7,2001,42307,BALATA,699,1964
17732,2018-10-28,78-ZUI-1116,BMW,X5,2015,99162,BALATA,699,544
17733,2019-05-13,18-DMI-7450,BMW,X3,2010,113350,BALATA,699,1448
17734,2018-02-04,15-OWE-9770,VOLKSWAGEN,POLO,2005,18906,DEBRIYAJ RULMANI,694,1210
17735,2019-12-23,15-QCZ-6713,FORD,FOCUS,2003,199060,BALATA,699,1271
17736,2018-02-08,27-WWO-8387,VOLKSWAGEN,POLO,2010,56762,DEBRIYAJ RULMANI,694,950
17737,2019-05-24,75-BPH-3501,FORD,FOCUS,2001,92564,BALATA,699,505
17738,2019-09-29,06-TRB-1475,TESLA,T1,2008,189792,DIREKSIYON POMPASI,801,1931
17739,2018-05-28,23-JCS-2798,FORD,KA,2006,91040,DEBRIYAJ RULMANI,694,288
17740,2019-04-15,35-PCQ-3658,BMW,X7,2000,77463,DEBRIYAJ RULMANI,694,357
17741,2019-08-28,10-UIQ-9804,FIAT,500L,2017,156814,DEBRIYAJ RULMANI,694,1491
17742,2019-09-23,03-KUS-7130,TOFAS,DOGAN,2006,141063,DIREKSIYON POMPASI,801,995
17743,2019-05-24,27-BJC-9717,TOFAS,SAHIN,2010,169747,DIREKSIYON POMPASI,801,1957
17744,2018-02-20,09-XYW-507,PEUGEOT,306,2008,173369,DEBRIYAJ RULMANI,694,1885
17745,2019-05-27,53-KMY-1030,VOLKSWAGEN,PASSAT,2007,31299,DIREKSIYON POMPASI,801,1243
17746,2019-07-13,06-UIU-593,FIAT,500,2016,194788,DIREKSIYON POMPASI,801,945
17747,2018-08-13,39-JSW-7707,BMW,X7,2007,156323,BALATA,699,584
17748,2019-08-23,66-DPB-5698,TOFAS,SAHIN,2017,122625,BALATA,699,1788
17749,2018-04-06,03-JPB-1515,SAAB,S4,2013,165321,DEBRIYAJ RULMANI,694,1086
17750,2018-11-25,42-LKV-3709,PEUGEOT,306,2000,87979,DIREKSIYON POMPASI,801,1257
17751,2019-06-22,61-EXK-7479,TOFAS,KARTAL,2002,61245,DIREKSIYON POMPASI,801,1635
17752,2018-09-03,19-ZRJ-52,VOLKSWAGEN,POLO,2005,188608,DEBRIYAJ RULMANI,694,720
17753,2018-07-28,25-UXX-4133,PEUGEOT,206,2010,2685,BALATA,699,1092
17754,2019-06-13,02-NBI-3783,AUDI,Q7,2015,176059,DIREKSIYON POMPASI,801,1976
17755,2019-04-22,41-CTQ-731,SAAB,S1,2005,27471,BALATA,699,1521
17756,2018-12-03,29-XQY-8647,BMW,X5,2012,98883,DEBRIYAJ RULMANI,694,1824
17757,2019-10-16,12-WLM-4392,PEUGEOT,206,2002,177355,DEBRIYAJ RULMANI,694,1434
17758,2019-10-12,10-WSO-5040,FORD,FIESTA,2009,61342,DEBRIYAJ RULMANI,694,1066
17759,2018-08-09,22-YUJ-2672,VOLVO,V2,2008,107997,DIREKSIYON POMPASI,801,529
17760,2019-06-10,35-EQB-4065,FIAT,DOBLO,2009,135908,DEBRIYAJ RULMANI,694,1604
17761,2018-08-17,63-NOM-562,TESLA,T2,2017,48166,DEBRIYAJ RULMANI,694,1747
17762,2019-11-26,19-QWH-4283,MERCEDES,S350,2012,172701,DEBRIYAJ RULMANI,694,1075
17763,2018-08-29,34-PNM-3535,VOLVO,V1,2012,141104,DIREKSIYON POMPASI,801,535
17764,2018-12-16,07-HVV-9404,VOLVO,V4,2009,36289,DEBRIYAJ RULMANI,694,390
17765,2018-09-01,01-ULO-3806,PEUGEOT,206,2004,135308,BALATA,699,577
17766,2019-05-04,47-XJW-9122,TESLA,T3,2008,155264,BALATA,699,1061
17767,2018-10-06,12-MPF-918,AUDI,Q7,2008,109196,DIREKSIYON POMPASI,801,932
17768,2019-11-27,66-ITO-4040,SAAB,S4,2010,134249,DEBRIYAJ RULMANI,694,1653
17769,2019-10-01,44-WAX-3949,SAAB,S4,2009,24506,DEBRIYAJ RULMANI,694,495
17770,2019-10-13,14-QAM-7027,TESLA,T2,2002,61376,DIREKSIYON POMPASI,801,996
17771,2019-04-16,55-MYD-8560,TOFAS,DOGAN,2008,25484,DEBRIYAJ RULMANI,694,916
17772,2019-02-16,04-MCY-9774,AUDI,A6,2011,101819,DEBRIYAJ RULMANI,694,1916
17773,2019-07-22,51-MJI-8021,TESLA,T3,2001,76124,BALATA,699,1700
17774,2019-02-01,64-TOG-4528,TESLA,T1,2009,155478,DIREKSIYON POMPASI,801,1490
17775,2018-05-25,31-PDM-8733,BMW,X7,2015,20109,DIREKSIYON POMPASI,801,1289
17776,2019-12-03,77-EFP-4894,PEUGEOT,306,2001,77875,DEBRIYAJ RULMANI,694,1637
17777,2019-11-11,69-NNY-1193,PEUGEOT,306,2013,79306,BALATA,699,593
17778,2018-09-15,65-YMO-584,TOFAS,DOGAN,2012,196892,BALATA,699,468
17779,2018-12-05,46-XRJ-6105,FORD,KA,2006,76806,DEBRIYAJ RULMANI,694,688
17780,2018-05-21,58-VEV-6465,FIAT,500L,2013,8498,DIREKSIYON POMPASI,801,1354
17781,2018-06-15,78-VHX-8133,PEUGEOT,206,2002,31424,DIREKSIYON POMPASI,801,446
17782,2018-10-05,77-VUU-7402,FORD,FIESTA,2007,48489,DEBRIYAJ RULMANI,694,1110
17783,2019-02-01,73-FCR-2708,FORD,FOCUS,2008,126023,BALATA,699,1167
17784,2019-08-19,61-CLR-3467,BMW,X7,2007,72874,DEBRIYAJ RULMANI,694,1068
17785,2018-06-01,45-YKP-1588,MERCEDES,C180,2012,54614,DIREKSIYON POMPASI,801,1250
17786,2019-04-29,65-KJZ-9824,SAAB,S4,2000,156761,DIREKSIYON POMPASI,801,1725
17787,2019-12-30,08-UGL-9692,PEUGEOT,206,2000,122718,DEBRIYAJ RULMANI,694,955
17788,2018-09-18,81-KGP-5205,VOLVO,V3,2004,1051,BALATA,699,1426
17789,2018-07-15,58-LTY-791,AUDI,Q5,2013,92127,BALATA,699,273
17790,2019-04-22,34-EAS-7878,TESLA,T1,2006,81406,BALATA,699,991
17791,2019-04-01,52-AJF-3035,FIAT,500,2000,55900,DIREKSIYON POMPASI,801,688
17792,2018-01-02,10-ZIO-3654,FIAT,EGEA,2013,31266,DIREKSIYON POMPASI,801,800
17793,2018-08-02,26-AEY-5544,MERCEDES,E200,2004,146930,BALATA,699,789
17794,2019-03-17,17-YDL-6930,FORD,FIESTA,2016,194921,BALATA,699,413
17795,2018-11-10,39-TRB-3303,TOFAS,KARTAL,2005,38061,DEBRIYAJ RULMANI,694,641
17796,2019-06-12,78-JRD-9630,AUDI,Q3,2008,153147,BALATA,699,1713
17797,2018-08-29,09-IPG-3920,FIAT,500L,2011,119886,DEBRIYAJ RULMANI,694,994
17798,2018-01-03,67-SRL-7757,TOFAS,DOGAN,2017,180263,BALATA,699,1806
17799,2019-03-03,56-KIK-3069,FORD,FIESTA,2003,152505,DEBRIYAJ RULMANI,694,462
17800,2019-05-29,34-FBI-3724,VOLVO,V4,2005,146937,DIREKSIYON POMPASI,801,952
17801,2018-04-22,10-GNB-2704,TESLA,T2,2017,104327,DEBRIYAJ RULMANI,694,1311
17802,2019-10-25,07-CXX-5479,VOLVO,V4,2013,37617,DIREKSIYON POMPASI,801,713
17803,2019-07-29,58-DRH-1171,TOFAS,KARTAL,2011,123506,BALATA,699,1894
17804,2018-08-17,02-SHS-7578,TESLA,T2,2006,70210,DIREKSIYON POMPASI,801,1319
17805,2018-01-31,67-DIS-1070,AUDI,Q3,2004,130269,DIREKSIYON POMPASI,801,1168
17806,2018-11-16,59-LVH-8438,SAAB,S2,2003,133821,BALATA,699,521
17807,2018-01-27,65-XIK-5820,FIAT,EGEA,2008,135381,DIREKSIYON POMPASI,801,1158
17808,2018-08-19,81-PMU-447,PEUGEOT,306,2000,196093,BALATA,699,1222
17809,2018-04-01,57-CMO-661,VOLKSWAGEN,PASSAT,2012,167103,DEBRIYAJ RULMANI,694,889
17810,2019-08-25,01-ATJ-7667,TOFAS,DOGAN,2013,124011,DIREKSIYON POMPASI,801,277
17811,2018-06-01,77-NEG-9877,BMW,X7,2014,72529,BALATA,699,1774
17812,2019-05-12,01-EYG-6586,TESLA,T2,2001,139885,BALATA,699,1727
17813,2019-12-27,25-SAW-8899,FORD,KA,2014,116939,DIREKSIYON POMPASI,801,369
17814,2018-03-17,06-BTN-4611,FORD,KA,2016,25825,BALATA,699,1780
17815,2018-09-25,30-DDD-4763,PEUGEOT,407,2013,161244,DEBRIYAJ RULMANI,694,919
17816,2019-12-25,26-MTK-8287,MERCEDES,S350,2010,65397,BALATA,699,794
17817,2019-11-23,11-KPS-3954,PEUGEOT,306,2016,92849,BALATA,699,807
17818,2018-09-29,70-DGB-4495,FIAT,500,2015,113393,DEBRIYAJ RULMANI,694,495
17819,2019-02-12,48-GVX-7550,VOLKSWAGEN,JETTA,2015,122019,DIREKSIYON POMPASI,801,459
17820,2018-11-04,68-TJE-4471,FORD,FIESTA,2010,127629,BALATA,699,1283
17821,2018-08-19,56-GYH-7223,MERCEDES,C180,2002,15721,DEBRIYAJ RULMANI,694,1926
17822,2018-10-17,14-LXL-9914,VOLVO,V4,2017,24131,DIREKSIYON POMPASI,801,1948
17823,2019-11-04,50-TJG-7433,TOFAS,SAHIN,2003,138339,DIREKSIYON POMPASI,801,1675
17824,2018-10-26,24-JQF-9657,VOLKSWAGEN,PASSAT,2011,100648,DEBRIYAJ RULMANI,694,994
